date,store_nbr,transactions
2015-08-13,40,1297
2015-08-13,41,923
2015-08-13,43,1161
2015-08-13,44,3398
2015-08-13,45,3498
2015-08-13,46,2816
2015-08-13,47,3497
2015-08-13,48,2733
2015-08-13,49,2615
2015-08-13,50,2167
2015-08-13,51,1543
2015-08-13,53,785
2015-08-13,54,728
2015-08-14,1,1882
2015-08-14,2,1893
2015-08-14,3,3339
2015-08-14,4,1576
2015-08-14,5,1452
2015-08-14,6,1753
2015-08-14,7,1977
2015-08-14,8,2841
2015-08-14,9,1941
2015-08-14,10,801
2015-08-14,11,2203
2015-08-14,12,1696
2015-08-14,13,1306
2015-08-14,14,1244
2015-08-14,15,1387
2015-08-14,16,701
2015-08-14,17,1437
2015-08-14,18,1196
2015-08-14,19,1213
2015-08-14,20,1365
2015-08-14,21,1431
2015-08-14,23,1051
2015-08-14,24,2515
2015-08-14,25,691
2015-08-14,26,553
2015-08-14,27,1359
2015-08-14,28,963
2015-08-14,29,788
2015-08-14,30,665
2015-08-14,31,1211
2015-08-14,32,586
2015-08-14,33,855
2015-08-14,34,2229
2015-08-14,35,610
2015-08-14,36,1014
2015-08-14,37,1571
2015-08-14,38,1656
2015-08-14,39,1317
2015-08-14,40,1376
2015-08-14,41,1033
2015-08-14,43,1260
2015-08-14,44,4473
2015-08-14,45,4120
2015-08-14,46,3183
2015-08-14,47,3774
2015-08-14,48,2764
2015-08-14,49,3014
2015-08-14,50,2472
2015-08-14,51,1728
2015-08-14,53,846
2015-08-14,54,757
2015-08-15,1,1379
2015-08-15,2,2108
2015-08-15,3,3804
2015-08-15,4,1618
2015-08-15,5,1468
2015-08-15,6,2086
2015-08-15,7,1885
2015-08-15,8,2990
2015-08-15,9,2508
2015-08-15,10,1233
2015-08-15,11,2407
2015-08-15,12,1710
2015-08-15,13,1273
2015-08-15,14,1576
2015-08-15,15,1326
2015-08-15,16,917
2015-08-15,17,1721
2015-08-15,18,1328
2015-08-15,19,1784
2015-08-15,20,1883
2015-08-15,21,3018
2015-08-15,23,1052
2015-08-15,24,2511
2015-08-15,25,1229
2015-08-15,26,620
2015-08-15,27,1776
2015-08-15,28,1412
2015-08-15,29,1178
2015-08-15,30,738
2015-08-15,31,1618
2015-08-15,32,738
2015-08-15,33,1228
2015-08-15,34,2620
2015-08-15,35,782
2015-08-15,36,1135
2015-08-15,37,1556
2015-08-15,38,2045
2015-08-15,39,1610
2015-08-15,40,1589
2015-08-15,41,1142
2015-08-15,43,1473
2015-08-15,44,5370
2015-08-15,45,4011
2015-08-15,46,4495
2015-08-15,47,4696
2015-08-15,48,3830
2015-08-15,49,3441
2015-08-15,50,3328
2015-08-15,51,1917
2015-08-15,53,1008
2015-08-15,54,1034
2015-08-16,1,456
2015-08-16,2,1866
2015-08-16,3,3588
2015-08-16,4,1509
2015-08-16,5,1299
2015-08-16,6,2012
2015-08-16,7,1405
2015-08-16,8,2562
2015-08-16,9,2176
2015-08-16,10,861
2015-08-16,11,2314
2015-08-16,12,1132
2015-08-16,13,851
2015-08-16,14,954
2015-08-16,15,934
2015-08-16,16,885
2015-08-16,17,1457
2015-08-16,18,1234
2015-08-16,19,1163
2015-08-16,20,2060
2015-08-16,21,2297
2015-08-16,23,907
2015-08-16,24,1941
2015-08-16,25,826
2015-08-16,26,610
2015-08-16,27,1871
2015-08-16,28,1667
2015-08-16,29,1346
2015-08-16,30,691
2015-08-16,31,1730
2015-08-16,32,753
2015-08-16,33,1170
2015-08-16,34,2202
2015-08-16,35,761
2015-08-16,36,1230
2015-08-16,37,1161
2015-08-16,38,2074
2015-08-16,39,1403
2015-08-16,40,1403
2015-08-16,41,1410
2015-08-16,43,1585
2015-08-16,44,4830
2015-08-16,45,4043
2015-08-16,46,4267
2015-08-16,47,4516
2015-08-16,48,4115
2015-08-16,49,3074
2015-08-16,50,2953
2015-08-16,51,1949
2015-08-16,53,1110
2015-08-16,54,1197
2015-08-17,1,1683
2015-08-17,2,1757
2015-08-17,3,3078
2015-08-17,4,1461
2015-08-17,5,1427
2015-08-17,6,1606
2015-08-17,7,1625
2015-08-17,8,2801
2015-08-17,9,2224
2015-08-17,10,1028
2015-08-17,11,2395
2015-08-17,12,1230
2015-08-17,13,1003
2015-08-17,14,1511
2015-08-17,15,1498
2015-08-17,16,800
2015-08-17,17,1339
2015-08-17,18,1304
2015-08-17,19,1302
2015-08-17,20,1470
2015-08-17,21,1442
2015-08-17,23,1044
2015-08-17,24,2428
2015-08-17,25,729
2015-08-17,26,543
2015-08-17,27,1354
2015-08-17,28,1192
2015-08-17,29,1078
2015-08-17,30,704
2015-08-17,31,1406
2015-08-17,32,631
2015-08-17,33,1119
2015-08-17,34,2222
2015-08-17,35,786
2015-08-17,36,1022
2015-08-17,37,1497
2015-08-17,38,1686
2015-08-17,39,1357
2015-08-17,40,1600
2015-08-17,41,990
2015-08-17,43,1420
2015-08-17,44,4004
2015-08-17,45,3625
2015-08-17,46,3259
2015-08-17,47,3712
2015-08-17,48,2808
2015-08-17,49,2608
2015-08-17,50,2566
2015-08-17,51,1493
2015-08-17,53,733
2015-08-17,54,897
2015-08-18,1,1811
2015-08-18,2,1727
2015-08-18,3,2906
2015-08-18,4,1320
2015-08-18,5,1316
2015-08-18,6,1551
2015-08-18,7,1573
2015-08-18,8,2658
2015-08-18,9,2097
2015-08-18,10,1061
2015-08-18,11,2327
2015-08-18,12,1142
2015-08-18,13,971
2015-08-18,14,1377
2015-08-18,15,1442
2015-08-18,16,789
2015-08-18,17,1341
2015-08-18,18,1389
2015-08-18,19,1182
2015-08-18,20,1432
2015-08-18,21,1354
2015-08-18,23,1044
2015-08-18,24,2311
2015-08-18,25,697
2015-08-18,26,515
2015-08-18,27,1337
2015-08-18,28,1183
2015-08-18,29,1050
2015-08-18,30,750
2015-08-18,31,1384
2015-08-18,32,576
2015-08-18,33,1109
2015-08-18,34,2075
2015-08-18,35,787
2015-08-18,36,1200
2015-08-18,37,1479
2015-08-18,38,1537
2015-08-18,39,1387
2015-08-18,40,1494
2015-08-18,41,976
2015-08-18,43,1355
2015-08-18,44,3869
2015-08-18,45,3345
2015-08-18,46,3053
2015-08-18,47,3502
2015-08-18,48,2556
2015-08-18,49,2481
2015-08-18,50,2304
2015-08-18,51,1487
2015-08-18,53,689
2015-08-18,54,823
2015-08-19,1,1844
2015-08-19,2,1860
2015-08-19,3,3100
2015-08-19,4,1485
2015-08-19,5,1399
2015-08-19,6,1634
2015-08-19,7,1698
2015-08-19,8,2826
2015-08-19,9,1956
2015-08-19,10,913
2015-08-19,11,2166
2015-08-19,12,1112
2015-08-19,13,841
2015-08-19,14,1213
2015-08-19,15,1402
2015-08-19,16,725
2015-08-19,17,1281
2015-08-19,18,1190
2015-08-19,19,1180
2015-08-19,20,1395
2015-08-19,21,1245
2015-08-19,23,1032
2015-08-19,24,2479
2015-08-19,25,858
2015-08-19,26,520
2015-08-19,27,1425
2015-08-19,28,986
2015-08-19,29,895
2015-08-19,30,654
2015-08-19,31,1199
2015-08-19,32,544
2015-08-19,33,951
2015-08-19,34,1988
2015-08-19,35,602
2015-08-19,36,1037
2015-08-19,37,1508
2015-08-19,38,1853
2015-08-19,39,1334
2015-08-19,40,1368
2015-08-19,41,997
2015-08-19,43,1255
2015-08-19,44,4187
2015-08-19,45,3361
2015-08-19,46,3116
2015-08-19,47,3683
2015-08-19,48,2590
2015-08-19,49,2636
2015-08-19,50,2326
2015-08-19,51,1829
2015-08-19,53,871
2015-08-19,54,769
2015-08-20,1,1752
2015-08-20,2,1816
2015-08-20,3,2827
2015-08-20,4,1308
2015-08-20,5,1325
2015-08-20,6,1603
2015-08-20,7,1580
2015-08-20,8,2602
2015-08-20,9,2034
2015-08-20,10,883
2015-08-20,11,2291
2015-08-20,12,1117
2015-08-20,13,930
2015-08-20,14,1342
2015-08-20,15,1409
2015-08-20,16,681
2015-08-20,17,1218
2015-08-20,18,1207
2015-08-20,19,1195
2015-08-20,20,1445
2015-08-20,21,1239
2015-08-20,23,926
2015-08-20,24,2323
2015-08-20,25,769
2015-08-20,26,373
2015-08-20,27,1294
2015-08-20,28,1005
2015-08-20,29,941
2015-08-20,30,730
2015-08-20,31,1423
2015-08-20,32,558
2015-08-20,33,909
2015-08-20,34,2048
2015-08-20,35,666
2015-08-20,36,1120
2015-08-20,37,1477
2015-08-20,38,1554
2015-08-20,39,1298
2015-08-20,40,1401
2015-08-20,41,949
2015-08-20,43,1304
2015-08-20,44,3693
2015-08-20,45,3224
2015-08-20,46,3017
2015-08-20,47,3567
2015-08-20,48,2599
2015-08-20,49,2499
2015-08-20,50,2339
2015-08-20,51,1431
2015-08-20,53,737
2015-08-20,54,739
2015-08-21,1,1794
2015-08-21,2,1863
2015-08-21,3,3165
2015-08-21,4,1530
2015-08-21,5,1398
2015-08-21,6,1729
2015-08-21,7,1822
2015-08-21,8,2945
2015-08-21,9,1885
2015-08-21,10,887
2015-08-21,11,2305
2015-08-21,12,1165
2015-08-21,13,838
2015-08-21,14,1227
2015-08-21,15,1478
2015-08-21,16,712
2015-08-21,17,1202
2015-08-21,18,1183
2015-08-21,19,1213
2015-08-21,20,1369
2015-08-21,21,1243
2015-08-21,23,1029
2015-08-21,24,2572
2015-08-21,25,994
2015-08-21,26,522
2015-08-21,27,1454
2015-08-21,28,1009
2015-08-21,29,852
2015-08-21,30,669
2015-08-21,31,1262
2015-08-21,32,536
2015-08-21,33,815
2015-08-21,34,2295
2015-08-21,35,572
2015-08-21,36,1015
2015-08-21,37,1490
2015-08-21,38,1689
2015-08-21,39,1312
2015-08-21,40,1356
2015-08-21,41,1018
2015-08-21,42,2047
2015-08-21,43,1335
2015-08-21,44,4483
2015-08-21,45,3635
2015-08-21,46,3111
2015-08-21,47,3715
2015-08-21,48,2759
2015-08-21,49,2841
2015-08-21,50,2483
2015-08-21,51,1836
2015-08-21,53,851
2015-08-21,54,749
2015-08-22,1,1209
2015-08-22,2,1890
2015-08-22,3,3513
2015-08-22,4,1535
2015-08-22,5,1316
2015-08-22,6,1892
2015-08-22,7,1670
2015-08-22,8,2736
2015-08-22,9,2207
2015-08-22,10,1082
2015-08-22,11,2574
2015-08-22,12,1224
2015-08-22,13,1197
2015-08-22,14,1540
2015-08-22,15,1303
2015-08-22,16,872
2015-08-22,17,1323
2015-08-22,18,1188
2015-08-22,19,1768
2015-08-22,20,1706
2015-08-22,21,1803
2015-08-22,23,1041
2015-08-22,24,2381
2015-08-22,25,1087
2015-08-22,26,520
2015-08-22,27,1799
2015-08-22,28,1279
2015-08-22,29,1129
2015-08-22,30,746
2015-08-22,31,1522
2015-08-22,32,681
2015-08-22,33,1119
2015-08-22,34,2473
2015-08-22,35,817
2015-08-22,36,1126
2015-08-22,37,1238
2015-08-22,38,1967
2015-08-22,39,1527
2015-08-22,40,1501
2015-08-22,41,1229
2015-08-22,42,2077
2015-08-22,43,1368
2015-08-22,44,4955
2015-08-22,45,4004
2015-08-22,46,4041
2015-08-22,47,4072
2015-08-22,48,3397
2015-08-22,49,3244
2015-08-22,50,3087
2015-08-22,51,1871
2015-08-22,53,983
2015-08-22,54,953
2015-08-23,1,427
2015-08-23,2,1747
2015-08-23,3,3420
2015-08-23,4,1584
2015-08-23,5,1153
2015-08-23,6,1913
2015-08-23,7,1363
2015-08-23,8,2497
2015-08-23,9,2138
2015-08-23,10,846
2015-08-23,11,2423
2015-08-23,12,1064
2015-08-23,13,723
2015-08-23,14,936
2015-08-23,15,989
2015-08-23,16,897
2015-08-23,17,1291
2015-08-23,18,1225
2015-08-23,19,1067
2015-08-23,20,1930
2015-08-23,21,2077
2015-08-23,23,848
2015-08-23,24,1903
2015-08-23,25,859
2015-08-23,26,560
2015-08-23,27,1902
2015-08-23,28,1482
2015-08-23,29,1261
2015-08-23,30,646
2015-08-23,31,1723
2015-08-23,32,659
2015-08-23,33,1113
2015-08-23,34,2122
2015-08-23,35,806
2015-08-23,36,1200
2015-08-23,37,883
2015-08-23,38,1893
2015-08-23,39,1213
2015-08-23,40,1358
2015-08-23,41,1252
2015-08-23,42,2006
2015-08-23,43,1467
2015-08-23,44,4626
2015-08-23,45,4109
2015-08-23,46,4146
2015-08-23,47,4246
2015-08-23,48,3689
2015-08-23,49,3073
2015-08-23,50,2807
2015-08-23,51,1902
2015-08-23,53,1054
2015-08-23,54,1123
2015-08-24,1,1801
2015-08-24,2,1876
2015-08-24,3,2912
2015-08-24,4,1421
2015-08-24,5,1419
2015-08-24,6,1623
2015-08-24,7,1730
2015-08-24,8,2618
2015-08-24,9,1860
2015-08-24,10,936
2015-08-24,11,2135
2015-08-24,12,1082
2015-08-24,13,892
2015-08-24,14,1469
2015-08-24,15,1502
2015-08-24,16,772
2015-08-24,17,1318
2015-08-24,18,1268
2015-08-24,19,1235
2015-08-24,20,1409
2015-08-24,21,1389
2015-08-24,23,963
2015-08-24,24,2270
2015-08-24,25,721
2015-08-24,26,548
2015-08-24,27,1398
2015-08-24,28,1064
2015-08-24,29,913
2015-08-24,30,693
2015-08-24,31,1329
2015-08-24,32,560
2015-08-24,33,969
2015-08-24,34,2114
2015-08-24,35,656
2015-08-24,36,1051
2015-08-24,37,1326
2015-08-24,38,1571
2015-08-24,39,1235
2015-08-24,40,1640
2015-08-24,41,968
2015-08-24,42,1372
2015-08-24,43,1344
2015-08-24,44,3999
2015-08-24,45,3445
2015-08-24,46,3201
2015-08-24,47,3519
2015-08-24,48,2682
2015-08-24,49,2594
2015-08-24,50,2431
2015-08-24,51,1571
2015-08-24,53,723
2015-08-24,54,925
2015-08-25,1,1749
2015-08-25,2,1741
2015-08-25,3,2845
2015-08-25,4,1219
2015-08-25,5,1246
2015-08-25,6,1606
2015-08-25,7,1645
2015-08-25,8,2579
2015-08-25,9,1813
2015-08-25,10,1004
2015-08-25,11,2260
2015-08-25,12,1086
2015-08-25,13,843
2015-08-25,14,1280
2015-08-25,15,1440
2015-08-25,16,737
2015-08-25,17,1303
2015-08-25,18,1308
2015-08-25,19,1149
2015-08-25,20,1337
2015-08-25,21,1173
2015-08-25,23,954
2015-08-25,24,2216
2015-08-25,25,693
2015-08-25,26,431
2015-08-25,27,1266
2015-08-25,28,1126
2015-08-25,29,1017
2015-08-25,30,716
2015-08-25,31,1353
2015-08-25,32,560
2015-08-25,33,999
2015-08-25,34,2040
2015-08-25,35,652
2015-08-25,36,1059
2015-08-25,37,1317
2015-08-25,38,1504
2015-08-25,39,1371
2015-08-25,40,1415
2015-08-25,41,940
2015-08-25,42,1198
2015-08-25,43,1220
2015-08-25,44,3870
2015-08-25,45,3226
2015-08-25,46,2821
2015-08-25,47,3304
2015-08-25,48,2520
2015-08-25,49,2510
2015-08-25,50,2409
2015-08-25,51,1461
2015-08-25,53,731
2015-08-25,54,722
2015-08-26,1,1740
2015-08-26,2,1827
2015-08-26,3,2947
2015-08-26,4,1387
2015-08-26,5,1322
2015-08-26,6,1617
2015-08-26,7,1895
2015-08-26,8,2586
2015-08-26,9,1649
2015-08-26,10,848
2015-08-26,11,2092
2015-08-26,12,1072
2015-08-26,13,805
2015-08-26,14,1214
2015-08-26,15,1352
2015-08-26,16,707
2015-08-26,17,1177
2015-08-26,18,1190
2015-08-26,19,1264
2015-08-26,20,1363
2015-08-26,21,1116
2015-08-26,23,949
2015-08-26,24,2264
2015-08-26,25,725
2015-08-26,26,444
2015-08-26,27,1509
2015-08-26,28,967
2015-08-26,29,920
2015-08-26,30,687
2015-08-26,31,1261
2015-08-26,32,504
2015-08-26,33,879
2015-08-26,34,1815
2015-08-26,35,575
2015-08-26,36,982
2015-08-26,37,1332
2015-08-26,38,1588
2015-08-26,39,1197
2015-08-26,40,1298
2015-08-26,41,977
2015-08-26,42,1222
2015-08-26,43,1157
2015-08-26,44,4129
2015-08-26,45,3110
2015-08-26,46,2761
2015-08-26,47,3506
2015-08-26,48,2368
2015-08-26,49,2724
2015-08-26,50,2393
2015-08-26,51,1757
2015-08-26,53,753
2015-08-26,54,700
2015-08-27,1,1679
2015-08-27,2,1747
2015-08-27,3,2817
2015-08-27,4,1257
2015-08-27,5,1192
2015-08-27,6,1509
2015-08-27,7,1592
2015-08-27,8,2524
2015-08-27,9,1798
2015-08-27,10,856
2015-08-27,11,2036
2015-08-27,12,1070
2015-08-27,13,736
2015-08-27,14,1305
2015-08-27,15,1328
2015-08-27,16,707
2015-08-27,17,1133
2015-08-27,18,1241
2015-08-27,19,1052
2015-08-27,20,1430
2015-08-27,21,1102
2015-08-27,23,970
2015-08-27,24,2162
2015-08-27,25,705
2015-08-27,26,442
2015-08-27,27,1253
2015-08-27,28,992
2015-08-27,29,910
2015-08-27,30,760
2015-08-27,31,1287
2015-08-27,32,535
2015-08-27,33,858
2015-08-27,34,1892
2015-08-27,35,624
2015-08-27,36,1014
2015-08-27,37,1268
2015-08-27,38,1423
2015-08-27,39,1289
2015-08-27,40,1275
2015-08-27,41,914
2015-08-27,42,1078
2015-08-27,43,1205
2015-08-27,44,4073
2015-08-27,45,2976
2015-08-27,46,2811
2015-08-27,47,3100
2015-08-27,48,2397
2015-08-27,49,2443
2015-08-27,50,2258
2015-08-27,51,1421
2015-08-27,53,744
2015-08-27,54,720
2015-08-28,1,1832
2015-08-28,2,1906
2015-08-28,3,3131
2015-08-28,4,1423
2015-08-28,5,1338
2015-08-28,6,1622
2015-08-28,7,1865
2015-08-28,8,2850
2015-08-28,9,1687
2015-08-28,10,874
2015-08-28,11,2157
2015-08-28,12,1065
2015-08-28,13,785
2015-08-28,14,1182
2015-08-28,15,1358
2015-08-28,16,690
2015-08-28,17,1119
2015-08-28,18,1179
2015-08-28,19,1105
2015-08-28,20,1330
2015-08-28,21,1103
2015-08-28,23,1045
2015-08-28,24,2492
2015-08-28,25,940
2015-08-28,26,496
2015-08-28,27,1428
2015-08-28,28,922
2015-08-28,29,811
2015-08-28,30,649
2015-08-28,31,1174
2015-08-28,32,518
2015-08-28,33,851
2015-08-28,34,2296
2015-08-28,35,621
2015-08-28,36,1011
2015-08-28,37,1402
2015-08-28,38,1527
2015-08-28,39,1325
2015-08-28,40,1229
2015-08-28,41,1040
2015-08-28,42,1026
2015-08-28,43,1257
2015-08-28,44,4452
2015-08-28,45,3498
2015-08-28,46,3005
2015-08-28,47,3554
2015-08-28,48,2752
2015-08-28,49,2846
2015-08-28,50,2429
2015-08-28,51,1833
2015-08-28,53,836
2015-08-28,54,802
2015-08-29,1,1253
2015-08-29,2,1966
2015-08-29,3,3664
2015-08-29,4,1450
2015-08-29,5,1462
2015-08-29,6,1945
2015-08-29,7,1778
2015-08-29,8,2853
2015-08-29,9,2181
2015-08-29,10,1176
2015-08-29,11,2228
2015-08-29,12,1098
2015-08-29,13,1100
2015-08-29,14,1524
2015-08-29,15,1336
2015-08-29,16,806
2015-08-29,17,1456
2015-08-29,18,1279
2015-08-29,19,1812
2015-08-29,20,1754
2015-08-29,21,1585
2015-08-29,23,1094
2015-08-29,24,2413
2015-08-29,25,1071
2015-08-29,26,581
2015-08-29,27,1786
2015-08-29,28,1399
2015-08-29,29,1096
2015-08-29,30,708
2015-08-29,31,1612
2015-08-29,32,672
2015-08-29,33,1168
2015-08-29,34,2573
2015-08-29,35,827
2015-08-29,36,1161
2015-08-29,37,1227
2015-08-29,38,1918
2015-08-29,39,1600
2015-08-29,40,1422
2015-08-29,41,1173
2015-08-29,42,1512
2015-08-29,43,1461
2015-08-29,44,4896
2015-08-29,45,4197
2015-08-29,46,4331
2015-08-29,47,4435
2015-08-29,48,3570
2015-08-29,49,3400
2015-08-29,50,3144
2015-08-29,51,1923
2015-08-29,53,1041
2015-08-29,54,933
2015-08-30,1,472
2015-08-30,2,1819
2015-08-30,3,3524
2015-08-30,4,1651
2015-08-30,5,1195
2015-08-30,6,1984
2015-08-30,7,1480
2015-08-30,8,2664
2015-08-30,9,2067
2015-08-30,10,902
2015-08-30,11,2462
2015-08-30,12,1102
2015-08-30,13,751
2015-08-30,14,967
2015-08-30,15,990
2015-08-30,16,943
2015-08-30,17,1442
2015-08-30,18,1227
2015-08-30,19,1105
2015-08-30,20,2057
2015-08-30,21,1863
2015-08-30,23,930
2015-08-30,24,1847
2015-08-30,25,718
2015-08-30,26,556
2015-08-30,27,1914
2015-08-30,28,1511
2015-08-30,29,1271
2015-08-30,30,686
2015-08-30,31,1740
2015-08-30,32,626
2015-08-30,33,1159
2015-08-30,34,2278
2015-08-30,35,778
2015-08-30,36,1208
2015-08-30,37,960
2015-08-30,38,1985
2015-08-30,39,1439
2015-08-30,40,1330
2015-08-30,41,1306
2015-08-30,42,1575
2015-08-30,43,1507
2015-08-30,44,5010
2015-08-30,45,4116
2015-08-30,46,4396
2015-08-30,47,4425
2015-08-30,48,4103
2015-08-30,49,3473
2015-08-30,50,2863
2015-08-30,51,1921
2015-08-30,53,1065
2015-08-30,54,1139
2015-08-31,1,1785
2015-08-31,2,1847
2015-08-31,3,3119
2015-08-31,4,1398
2015-08-31,5,1359
2015-08-31,6,1715
2015-08-31,7,1789
2015-08-31,8,2827
2015-08-31,9,2079
2015-08-31,10,1046
2015-08-31,11,2428
2015-08-31,12,1132
2015-08-31,13,969
2015-08-31,14,1494
2015-08-31,15,1469
2015-08-31,16,810
2015-08-31,17,1413
2015-08-31,18,1377
2015-08-31,19,1331
2015-08-31,20,1451
2015-08-31,21,1294
2015-08-31,23,961
2015-08-31,24,2263
2015-08-31,25,646
2015-08-31,26,536
2015-08-31,27,1443
2015-08-31,28,1122
2015-08-31,29,1054
2015-08-31,30,706
2015-08-31,31,1360
2015-08-31,32,605
2015-08-31,33,1027
2015-08-31,34,2258
2015-08-31,35,724
2015-08-31,36,1134
2015-08-31,37,1369
2015-08-31,38,1572
2015-08-31,39,1367
2015-08-31,40,1614
2015-08-31,41,1005
2015-08-31,42,1031
2015-08-31,43,1412
2015-08-31,44,4320
2015-08-31,45,3663
2015-08-31,46,3463
2015-08-31,47,3834
2015-08-31,48,2902
2015-08-31,49,2933
2015-08-31,50,2568
2015-08-31,51,1621
2015-08-31,53,795
2015-08-31,54,861
2015-09-01,1,1769
2015-09-01,2,1905
2015-09-01,3,3113
2015-09-01,4,1505
2015-09-01,5,1303
2015-09-01,6,1781
2015-09-01,7,1944
2015-09-01,8,2712
2015-09-01,9,2261
2015-09-01,10,1233
2015-09-01,11,2649
2015-09-01,12,1189
2015-09-01,13,1057
2015-09-01,14,1467
2015-09-01,15,1569
2015-09-01,16,935
2015-09-01,17,1462
2015-09-01,18,1426
2015-09-01,19,1378
2015-09-01,20,1641
2015-09-01,21,1367
2015-09-01,23,1035
2015-09-01,24,2423
2015-09-01,25,679
2015-09-01,26,712
2015-09-01,27,1444
2015-09-01,28,1359
2015-09-01,29,1193
2015-09-01,30,755
2015-09-01,31,1578
2015-09-01,32,672
2015-09-01,33,1197
2015-09-01,34,2312
2015-09-01,35,846
2015-09-01,36,1381
2015-09-01,37,1401
2015-09-01,38,1672
2015-09-01,39,1493
2015-09-01,40,1685
2015-09-01,41,1114
2015-09-01,42,1097
2015-09-01,43,1408
2015-09-01,44,4233
2015-09-01,45,3605
2015-09-01,46,3496
2015-09-01,47,3980
2015-09-01,48,3113
2015-09-01,49,2993
2015-09-01,50,2616
2015-09-01,51,1622
2015-09-01,53,826
2015-09-01,54,879
2015-09-02,1,1892
2015-09-02,2,2013
2015-09-02,3,3234
2015-09-02,4,1548
2015-09-02,5,1408
2015-09-02,6,1757
2015-09-02,7,1907
2015-09-02,8,3016
2015-09-02,9,2171
2015-09-02,10,1097
2015-09-02,11,2404
2015-09-02,12,1245
2015-09-02,13,915
2015-09-02,14,1458
2015-09-02,15,1474
2015-09-02,16,801
2015-09-02,17,1375
2015-09-02,18,1390
2015-09-02,19,1263
2015-09-02,20,1612
2015-09-02,21,1326
2015-09-02,23,1040
2015-09-02,24,2499
2015-09-02,25,802
2015-09-02,26,635
2015-09-02,27,1465
2015-09-02,28,1085
2015-09-02,29,1008
2015-09-02,30,691
2015-09-02,31,1341
2015-09-02,32,559
2015-09-02,33,1021
2015-09-02,34,2195
2015-09-02,35,670
2015-09-02,36,1139
2015-09-02,37,1478
2015-09-02,38,1740
2015-09-02,39,1340
2015-09-02,40,1478
2015-09-02,41,1112
2015-09-02,42,1076
2015-09-02,43,1324
2015-09-02,44,4573
2015-09-02,45,3608
2015-09-02,46,3593
2015-09-02,47,4051
2015-09-02,48,2914
2015-09-02,49,3086
2015-09-02,50,2569
2015-09-02,51,1836
2015-09-02,53,892
2015-09-02,54,827
2015-09-03,1,1744
2015-09-03,2,1912
2015-09-03,3,2909
2015-09-03,4,1304
2015-09-03,5,1335
2015-09-03,6,1643
2015-09-03,7,1839
2015-09-03,8,2580
2015-09-03,9,2114
2015-09-03,10,964
2015-09-03,11,2387
2015-09-03,12,1174
2015-09-03,13,905
2015-09-03,14,1455
2015-09-03,15,1420
2015-09-03,16,755
2015-09-03,17,1402
2015-09-03,18,1276
2015-09-03,19,1191
2015-09-03,20,1591
2015-09-03,21,1228
2015-09-03,23,1070
2015-09-03,24,2315
2015-09-03,25,663
2015-09-03,26,533
2015-09-03,27,1319
2015-09-03,28,1146
2015-09-03,29,1027
2015-09-03,30,765
2015-09-03,31,1447
2015-09-03,32,626
2015-09-03,33,1034
2015-09-03,34,2171
2015-09-03,35,707
2015-09-03,36,1194
2015-09-03,37,1308
2015-09-03,38,1441
2015-09-03,39,1359
2015-09-03,40,1455
2015-09-03,41,980
2015-09-03,42,1004
2015-09-03,43,1352
2015-09-03,44,3943
2015-09-03,45,3439
2015-09-03,46,3245
2015-09-03,47,3644
2015-09-03,48,2855
2015-09-03,49,2829
2015-09-03,50,2233
2015-09-03,51,1516
2015-09-03,53,748
2015-09-03,54,696
2015-09-04,1,1771
2015-09-04,2,1905
2015-09-04,3,3279
2015-09-04,4,1503
2015-09-04,5,1373
2015-09-04,6,1711
2015-09-04,7,1976
2015-09-04,8,2962
2015-09-04,9,1917
2015-09-04,10,894
2015-09-04,11,2275
2015-09-04,12,1100
2015-09-04,13,811
2015-09-04,14,1214
2015-09-04,15,1293
2015-09-04,16,765
2015-09-04,17,1182
2015-09-04,18,1111
2015-09-04,19,1181
2015-09-04,20,1536
2015-09-04,21,1262
2015-09-04,23,1081
2015-09-04,24,2444
2015-09-04,25,836
2015-09-04,26,581
2015-09-04,27,1384
2015-09-04,28,972
2015-09-04,29,912
2015-09-04,30,655
2015-09-04,31,1306
2015-09-04,32,583
2015-09-04,33,901
2015-09-04,34,2365
2015-09-04,35,629
2015-09-04,36,1022
2015-09-04,37,1477
2015-09-04,38,1518
2015-09-04,39,1248
2015-09-04,40,1381
2015-09-04,41,995
2015-09-04,42,1017
2015-09-04,43,1298
2015-09-04,44,4465
2015-09-04,45,3609
2015-09-04,46,3290
2015-09-04,47,3810
2015-09-04,48,2831
2015-09-04,49,3005
2015-09-04,50,2307
2015-09-04,51,1816
2015-09-04,53,891
2015-09-04,54,779
2015-09-05,1,1265
2015-09-05,2,2057
2015-09-05,3,3825
2015-09-05,4,1720
2015-09-05,5,1483
2015-09-05,6,2072
2015-09-05,7,1978
2015-09-05,8,2841
2015-09-05,9,2483
2015-09-05,10,1258
2015-09-05,11,2824
2015-09-05,12,1255
2015-09-05,13,1204
2015-09-05,14,1828
2015-09-05,15,1459
2015-09-05,16,885
2015-09-05,17,1593
2015-09-05,18,1369
2015-09-05,19,1835
2015-09-05,20,2072
2015-09-05,21,1728
2015-09-05,23,1073
2015-09-05,24,2404
2015-09-05,25,1066
2015-09-05,26,586
2015-09-05,27,1738
2015-09-05,28,1365
2015-09-05,29,1167
2015-09-05,30,726
2015-09-05,31,1642
2015-09-05,32,681
2015-09-05,33,1157
2015-09-05,34,2583
2015-09-05,35,826
2015-09-05,36,1278
2015-09-05,37,1353
2015-09-05,38,2080
